REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
0.78858434,0.13714048,-0.25175316,0.053652819,0.19978385,0.1468363,0.1226594,0.28309489,-0.16640754
0.85193464,0.2476457,-0.11838379,0.1058401,0.032989999,-0.15755178,0.02338675,-0.28044903,-0.1657105
0.81985849,0.1993475,0.20838148,0.084864414,0.28597286,-0.23854777,-0.26629547,0.1387183,0.23970872
0.9286474,0.23896747,0.019964601,0.033140986,-0.29095759,0.028242038,-0.11500728,-0.25154095,0.0059970508
0.86460351,0.11419269,0.022951686,0.31034043,0.078825772,0.28343756,-0.21947309,0.30670619,0.26146835
0.85437558,-0.27655262,-0.038587773,0.21954851,-0.29902721,-0.17594588,0.17386229,0.085643162,0.038785612
0.89658185,0.2805792,-0.11997779,-0.16288328,0.16954514,-0.25533094,-0.20600836,-0.073122925,0.30346839
0.81207908,0.16406153,-0.19255278,0.004625832,0.12069036,0.068529568,0.28097058,0.014051887,-0.29653876
0.97667298,-0.30788711,0.23420193,-0.16513998,0.23068169,0.068579786,-0.16959185,-0.077710241,-0.10428964
1.0238381,0.1727021,-0.18373399,-0.22476781,-0.28641109,0.28427319,-0.27743826,0.19819946,0.21276482
1.0235175,-0.22733421,0.16836795,-0.22163963,-0.16290434,0.045390091,-0.15298337,-0.20660754,0.17758007
0.83519762,-0.0011526353,-0.18659521,0.20330695,0.2789271,0.092564414,-0.11199508,0.26351706,0.075138624
0.85600879,0.10553213,-0.16796702,0.18370077,0.043182793,0.013423179,0.14096883,-0.086084648,-0.065395562
0.89873559,-0.064668689,0.01340815,-0.09833767,0.065292002,0.037023122,-0.12604816,0.19290236,-0.17409934
1.0294468,0.10440942,-0.21558151,-0.28348976,-0.30979111,0.21226406,0.19863308,-0.01360263,-0.0082892591
0.84730684,-0.084564397,0.23448195,-0.072955087,0.21652942,-0.070637249,0.16974058,0.08853835,0.16913559
0.79152276,-0.017303592,0.12426977,-0.30669312,-0.010915946,-0.30654295,0.26380868,0.20577045,0.14889616
0.90981968,0.090017054,0.071310987,0.13390144,0.004699963,0.14453457,-0.21143716,0.11872088,-0.09489498
1.010425,-0.074400196,-0.30799214,-0.15552882,-0.17585677,0.11304808,0.1452856,-0.19781642,-0.22750222
0.91100872,-0.090219076,0.29246916,-0.16785501,-0.014426581,-0.0361323,0.16923797,-0.26721783,-0.31150943
0.98817372,-0.17939523,0.19327288,0.010976439,0.063408751,0.30846036,-0.015393508,0.090735108,0.2392518
0.85604309,0.2049854,-0.069561706,-0.24464382,0.082654112,0.037118078,0.14854652,0.055891621,-0.13355522
0.77620189,0.11904319,0.17718824,-0.012152356,-0.044604161,-0.076756807,0.31177683,0.034270884,-0.30880504
0.91518951,0.1926522,-0.22715841,-0.04113282,-0.078129445,-0.11370665,-0.14333286,-0.17734909,-0.17524678
1.0021414,0.18017049,-0.18798557,-0.16891887,0.064144066,0.2773483,-0.022101757,0.037013662,0.18467273
0.94649617,0.25841876,-0.28789758,-0.27625825,-0.12528222,-0.10235371,-0.12797069,0.053268053,-0.09904277
0.88916726,0.30648111,-0.01367563,0.20149009,-0.12293659,0.077275352,-0.069001234,-0.077739783,-0.19605152
0.96531963,0.072636561,0.11827585,-0.19299529,-0.28395185,0.032434123,0.17226325,-0.29830101,-0.13546418
0.94726422,-0.020227255,-0.13767093,-0.29163184,-0.2994971,-0.26018718,-0.063282948,-0.19143708,0.27990147
0.91210109,-0.039153802,0.26180011,0.05648105,-0.18799781,0.13107434,0.14676716,0.13624105,0.083149945
0.92868869,-0.20845491,-0.040274827,-0.11229232,0.13465997,0.081599722,-0.062889158,0.21056343,0.12071473
0.84338385,0.0024999832,-0.19996708,0.17181282,0.026744557,-0.17282318,-0.14630249,0.24966479,0.011991902
0.91846481,-0.08012402,0.029141249,-0.093982484,0.24802576,0.077378979,-0.29547609,0.20494792,-0.14234386
0.85785219,-0.15779561,-0.31148679,0.029183658,0.30374164,-0.11085311,0.16306871,0.11758845,0.26368886
0.92211701,0.06166362,-0.0084509616,-0.22702545,-0.10231993,-0.14373315,-0.029630311,0.24732238,0.28812528
0.87591703,0.28321209,-0.035323858,0.16173135,0.01675543,0.16162341,0.25995775,-0.20813551,0.07060492
0.99003912,-0.1956648,0.072925622,0.11286309,0.12180976,0.1836228,-0.21712478,-0.28428842,-0.23681591
0.9078323,0.080885613,-0.1885288,-0.0037467238,0.19479874,-0.15214278,0.057812218,-0.30130909,0.23280925
0.98561995,-0.23679823,0.0068227291,-0.13933419,-0.18551484,0.19272121,0.26949918,0.14550024,0.28550614
1.0116668,-0.098249261,-0.31268302,-0.046522098,-0.23140656,0.083432698,-0.075585877,0.0068193612,0.03300515
0.84277037,-0.054229932,-0.0073425694,-0.26865318,0.041690144,-0.15360709,0.088227418,0.25903071,-0.087710131
0.91515527,0.24771836,-0.25613255,-0.15697955,0.11109193,0.086423493,0.0064776399,-0.08995346,-0.10890505
0.89120406,0.16391559,-0.20949071,-0.045815731,-0.24066502,-0.15279325,0.17058795,-0.11341866,-0.075241762
0.82089919,-0.2474483,0.18672116,0.2935246,0.25763442,-0.058330151,0.054286432,0.091053793,0.21690477
0.97573093,-0.023208485,-0.228442,-0.28914839,-0.30966406,-0.17793934,0.073552755,-0.24284127,0.014405555
0.96360532,0.12080356,0.22977617,-0.3015061,-0.16139982,0.16967031,0.29860047,0.12392291,0.2115367
0.82926678,0.24822468,0.20244872,-0.024093642,-0.19561162,-0.28889744,0.19802966,-0.10359534,0.27109314
0.99079304,-0.12289663,0.2108642,-0.3046993,-0.28187654,0.14634102,0.081249541,-0.05626512,-0.30352091
0.84079031,-0.24063484,0.27808103,-0.28516936,0.022683195,-0.31353244,0.22486445,-0.028479662,0.042233513
0.93424296,0.13666917,0.27459754,-0.027706686,-0.15288324,0.16786569,-0.039223897,0.12104841,-0.1812926
0.99219728,-0.13388951,0.1612094,-0.082241764,-0.31411472,0.16844666,-0.12990186,-0.034795294,-0.26810092
0.84431046,-0.2722904,0.13687187,0.063438713,-0.19377101,-0.12023585,0.14639684,0.16004143,-0.30002595
0.83371673,0.28738379,0.13143243,-0.042097578,-0.1345018,-0.13148696,-0.0036255532,-0.015243477,-0.27991306
0.82918753,0.17488135,-0.18311998,-0.04733294,0.11833173,-0.10503701,0.012224137,0.15683894,-0.27794009
0.94936829,-0.043233567,-0.19332482,-0.073471054,0.17331287,0.21804801,-0.0090858681,0.19583087,0.20923799
0.90903396,-0.2903384,-0.17506107,-0.182088,-0.015247915,-0.24912188,-0.024781486,0.19690781,-0.035882326
0.87052742,-0.19580349,0.16423164,0.18647684,0.082255933,0.12329519,0.072755554,0.07591441,0.11154007
0.85476337,0.26325267,0.037914686,0.063370373,0.17469878,0.027700002,0.094740303,-0.22144377,-0.24848881
0.92782741,-0.13145709,0.11713077,0.065945437,0.029824261,-0.030092528,0.14111081,-0.27470887,0.081772862
0.97838342,-0.23142621,0.094866713,-0.0089210264,-0.14182993,0.0312914,-0.25310863,-0.14738887,0.22386442
0.91730739,-0.28864467,-0.24757782,0.23243732,0.10484844,0.011950715,-0.28024139,0.29526766,0.1179603
0.90968037,-0.0035487512,0.31323712,-0.31061937,-0.24579305,-0.206265,-0.14126677,0.10384577,0.21378197
0.82236805,0.046398775,-0.10465503,0.11894607,0.1506263,-0.26253575,0.1451296,-0.13295444,0.30825864
1.0006305,0.080912234,-0.27352937,-0.18289693,0.080910046,0.24262494,0.060639345,-0.26455632,-0.21163204
0.86762209,0.21062114,0.19848888,-0.21443058,0.17384842,0.010053154,0.032818121,0.21211269,0.01147602
0.88937932,-0.03718173,0.25947266,0.10025402,0.189277,-0.054317647,-0.08950577,-0.10131884,-0.016312681
0.95883143,0.263602,-0.2018994,-0.18099206,0.0018448973,0.03012765,-0.12891859,-0.12245548,-0.2203458
0.8836102,0.084923033,0.22523341,-0.24349571,0.21958016,-0.069313975,-0.29245905,0.26231803,-0.04241279
1.0066218,-0.23829423,-0.12128973,-0.19379928,-0.25928093,-0.05742433,-0.023414221,-0.13202644,0.30977012
0.89330422,-0.10888694,-0.25118403,0.018726861,0.28268408,-0.033450071,-0.19541402,0.25260211,0.059015959
