REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
6.7235224,1.5598302,0.10321008,0.49269573,-1.7577795,1.7936776,-1.6406071,-0.17585233,0.049861216
8.8418182,1.3115059,-0.19078099,1.7383618,-0.16523317,1.3506628,-1.8150018,0.4413409,0.4165055
-4.7507096,-1.8600341,-1.490322,-0.55257604,-1.8543094,0.47825574,0.59356846,0.29288793,0.16748429
-0.18415288,-0.91604364,0.37189607,-0.055506328,-1.7267878,-1.3462278,0.95599038,-0.0098956601,0.48364102
-5.3624523,-0.77085615,1.4053822,1.7643039,-1.4664966,0.27043189,-1.3641801,0.26267272,-0.059526972
7.3472177,1.0372746,1.4044319,0.87304528,0.77764895,-0.33616255,1.2128929,0.37593928,0.41140175
-3.1114233,0.091943326,-0.37210414,0.32837093,-0.21976689,0.89077291,0.90300474,-0.27428147,0.55128754
1.6279888,0.90982706,0.70363126,-0.28085053,-0.32606366,1.2988521,-1.7478792,-0.46385029,0.46824665
-3.9438413,0.69577753,-0.33157192,-0.80046602,1.3805473,-0.94562883,0.76177947,0.19391359,-0.094280787
5.0499799,-1.8132644,0.42662605,-0.067106767,-0.6599924,-1.413573,0.058298209,-0.11424344,-0.089535392
-2.5002251,-0.067002292,1.0959218,-0.62797721,1.3383331,-1.6960895,-1.8774637,-0.11966036,0.068336478
8.8528032,0.41212238,1.2139281,-0.26987129,-0.52354665,-0.27582965,1.1218888,-0.48080079,-0.018851001
0.75487601,-0.090401062,-0.096436111,0.26008579,-1.8351414,-1.5780316,-0.65186009,-0.1434587,-0.31036096
0.10072911,0.51308731,1.6714597,-1.1545179,-0.25019998,-1.6600639,0.41879995,0.11033738,0.44034407
1.4571194,1.4540186,1.1258626,1.1884971,-1.6878365,1.1138108,-1.560577,-0.428471,-0.11211646
-4.5050671,-1.0722775,-1.5928395,-0.71390448,1.034748,0.40997117,-1.0121875,0.56462577,0.06535748
9.7914974,1.4550872,0.23647702,0.98293929,0.509785,-1.0516084,-1.0392284,-0.099886992,-0.0006708811
8.5358941,-1.4938233,0.92076265,-0.22757503,1.6063185,1.0615549,-1.4366184,0.32974317,0.39344657
3.0405939,-1.7075389,1.7270029,1.1914411,-1.2177435,0.23207187,-1.4262328,-0.50907078,0.047320833
-4.9721369,-0.87577005,-1.3339302,0.29776137,1.8032275,0.52837063,-1.5855259,0.49898098,-0.42666064
9.1879531,0.98837514,1.3922696,0.036766881,-0.32446848,1.7196726,-1.3722415,0.3355244,0.3585973
-9.8555464,1.7116008,-1.3168884,0.20473819,-0.89421595,1.5484448,1.0151893,-0.10577069,-0.48801417
7.0664199,-0.17004062,-0.28010585,0.87998572,0.55836308,1.0993607,0.62135486,0.1454962,-0.24532278
8.7452937,0.18875017,1.8288083,0.69506531,-0.99204958,0.93995636,-1.8511757,0.11687059,-0.15598323
-0.54644896,1.2248646,-1.1859712,-1.0968194,0.62141757,1.5111753,0.43196983,-0.23303007,0.26366348
7.9535043,-0.65334224,1.028211,-0.13085344,-1.3954883,-1.3542008,-1.099252,0.38415099,0.42566386
8.8330345,-0.84063433,1.0859487,1.3994864,0.69249742,1.0883878,0.92408117,-0.31891865,0.33422283
3.6676021,0.26092885,1.0244999,1.5846059,1.8194534,1.8037371,1.5540627,0.37764243,0.23628471
9.25703,1.3731832,-0.30586128,1.5482795,-1.7632404,0.48965907,-0.016075872,0.39674667,-0.2787363
9.4279132,0.24808327,0.013745493,1.0559209,-1.8790057,0.097749966,-0.79760309,0.15567152,0.37131409
9.4885552,-1.646337,1.1616611,-0.33241196,0.16064054,0.62917873,0.0060244649,-0.17011136,0.5384192
-4.8330934,0.03584934,-0.66593616,0.47719415,1.6009729,1.6955242,-0.083232799,-0.08167816,0.035167361
-5.2768395,-1.7032391,-1.4041077,0.80520755,-0.85782822,-1.3785265,0.97916039,0.34580925,0.41610892
-2.6236657,-0.18030073,0.69416238,-1.08792,-0.60204714,-0.16462464,0.2685624,0.36430671,0.50290927
7.5164431,-1.2688828,0.27466111,1.8580585,-1.5555871,-0.41829703,0.56611287,-0.18999668,-0.074132794
