REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
4.8354268,-0.18188358,0.48066422,-0.39609664,0.46691933,0.4430434,0.65584531,-0.13630226,-0.032148786
0.12122367,0.86507143,0.59301552,-0.83332817,-0.5265525,0.098571285,-0.18837024,0.25045625,-0.18174884
3.301686,-0.16548382,0.90782413,-0.91531663,-0.60405626,-0.0026800696,0.19500478,-0.15672275,-0.039274606
8.5066444,-0.27743118,0.59420967,0.38719807,0.77120923,0.75880599,-0.35730492,0.077904164,0.13528338
1.9709015,-0.91787731,-0.28742814,0.33641247,-0.78243142,-0.87474663,0.78695964,-0.096384288,0.069277906
8.6121724,-0.77358451,0.78878594,0.2325526,-0.88641707,0.67722494,0.75766126,-0.23785981,0.090219925
8.1184191,0.39669234,0.12016784,0.87336589,0.51126552,-0.67292562,-0.12731381,-0.10777371,0.047234911
4.230764,0.24235555,-0.11927496,0.9384276,0.7291893,-0.49673614,-0.17598316,-0.08071999,-0.060871844
7.1047318,-0.229588,-0.18141109,0.88191842,-0.88796607,-0.8523705,-0.12844999,-0.18618131,-0.14930611
0.72181008,-0.59004761,-0.17886885,0.25540226,0.50186463,-0.33749867,-0.50884962,-0.061106398,0.18476828
4.9626926,-0.62667863,0.54414686,-0.32822851,0.72846261,0.48446065,-0.67802509,0.27816966,-0.0025935772
9.5757797,0.65894091,0.70579941,0.34506687,-0.46943053,0.70518992,-0.47385361,-0.038254871,0.25038303
-2.0059847,-0.66735299,-0.71585084,0.36639787,-0.10087325,-0.80162551,0.74264329,-0.18151177,-0.26840203
9.2780116,-0.73174529,0.89223036,0.89398082,0.1546413,-0.29745463,-0.41769833,-0.21684419,-0.10027729
-0.25269863,0.12448761,-0.037497553,-0.64619964,0.43675501,0.52440842,-0.31997164,0.004747067,-0.016045351
-0.62604882,-0.86148959,-0.71157137,0.66323875,-0.57368122,-0.31234282,0.055563854,0.25741073,-0.29788544
3.841846,-0.50471566,-0.45585044,0.86617625,0.31212047,-0.022616859,0.63947912,-0.09270327,0.13613523
4.5684051,0.70615258,0.62601807,-0.33637446,-0.46374704,0.094802147,0.55220903,-0.17318834,-0.17644994
-4.6533459,0.64685519,-0.72868962,-0.52992244,0.0087303395,-0.29572079,0.44862609,0.075206133,-0.21052793
-3.4094671,-0.4487438,-0.32977975,-0.83873659,0.93700344,-0.58723705,-0.065559208,0.26910444,0.038381503
4.9437203,0.24480219,-0.46763291,0.75845036,-0.67950371,0.5270264,0.32634569,-0.10463949,-0.075837168
0.97238163,-0.61347827,-0.022239129,-0.55182804,-0.59242968,-0.6302535,0.77989545,-0.088623829,0.29929983
3.4075677,-0.21286487,0.025798438,0.054564401,-0.90949287,-0.74183996,0.87708244,0.24569928,0.26780381
8.3586579,-0.69518102,0.93232714,-0.01357555,-0.084635499,0.67264704,-0.78492281,0.19308517,-0.21761945
-3.0744639,0.21979737,-0.37856365,-0.79410478,0.85148168,0.26972374,-0.071273332,0.29948456,0.036955865
0.56189286,0.36829049,-0.33590589,-0.12822936,-0.64660518,-0.7243219,-0.63489404,0.02212076,-0.21638401
3.2114745,-0.52183181,0.2711726,-0.22480398,-0.82954498,0.85396482,0.53484262,-0.080623581,-0.24052227
-2.2433605,-0.80967883,-0.77764656,0.37641436,0.48517868,0.080216453,0.45468025,0.063977898,0.076528364
1.6216639,-0.58993615,-0.19043719,-0.023234682,-0.3194855,0.64569949,0.5819963,0.18376117,0.27402936
4.6483132,0.035940548,0.86700354,-0.86324935,-0.12859209,0.79674603,0.18592068,-0.15518408,0.021150024
-0.42424872,0.84338653,-0.068663656,-0.43724857,0.6051331,-0.74829888,-0.23557557,-0.2902729,-0.016677123
-0.70015425,-0.29030722,-0.92836301,0.66523287,0.89723413,0.16932147,-0.49704083,0.11392698,0.1707638
3.7752588,0.71375481,0.21970162,-0.10291334,0.7247303,-0.040832947,-0.15550578,0.2698761,-0.19234634
1.7585171,0.11026897,0.37915965,-0.49861507,0.28903875,0.34369542,-0.8999925,0.18930093,-0.21931517
-2.2089277,-0.72284986,-0.39872639,-0.37727139,0.19038123,-0.91721342,-0.43912683,-0.2557433,0.12238883
3.2067405,0.59397512,0.21510203,-0.12498407,-0.76679108,-0.016225086,0.62353745,-0.17797488,-0.22376217
