REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
9.1891249,0.76972869,0.37989452,0.54253245,0.81260871,-0.87357838,-0.31273805,-0.2967574,0.19841832
-1.0826963,0.052468938,-0.31377485,0.49191197,0.14925566,-0.33607483,0.80216261,0.23702477,0.27535471
-5.1374894,0.27225499,-0.88257753,-0.765038,-0.71161733,-0.10928325,-0.77690564,-0.11640305,0.21400154
9.4180036,-0.86733676,0.91754549,0.36543133,0.61901999,0.79909437,0.070490208,-0.28907307,-0.2510913
3.5454361,-0.91574907,-0.33221934,-0.37200572,0.097619424,0.77830046,-0.69600964,0.063796002,0.019407657
6.270113,-0.67704908,0.31301818,-0.014537729,0.70862122,0.64744274,-0.27847484,0.0057875037,0.070574273
6.3452958,-0.18279791,0.19311641,-0.18599875,-0.82466762,-0.11013758,-0.055849451,0.014695724,-0.20895946
7.9431671,-0.5706488,-0.24040377,0.87865456,0.80503026,-0.067694296,0.77513935,0.2670295,-0.035113801
-5.3157329,0.76136243,-0.74520168,0.92530882,0.78170389,-0.043115425,-0.81799916,0.24006112,-0.29271531
-2.2382644,-0.83635557,-0.51415232,-0.72162636,-0.56995489,0.11247246,-0.28576418,0.0089945998,-0.027761802
0.13428879,0.65156416,-0.75316506,0.91651613,0.029439263,0.92732279,0.70122923,0.26015106,0.15888734
3.842764,-0.56719216,-0.57825094,0.16753545,-0.35542262,-0.16368871,0.9190256,0.23464481,-0.12472864
3.0890606,0.26932016,0.68556212,-0.49097328,0.54758159,0.85054303,-0.42655291,-0.18738575,0.0077256226
-3.6015283,0.76824459,-0.058926284,-0.77237318,0.41308974,0.50789469,-0.77778447,-0.017976983,0.26084136
2.6751869,-0.75181674,-0.92657264,0.59675685,-0.15632132,0.33564157,-0.54428143,-0.015433327,-0.18793431
-3.6479439,-0.66605802,0.31408719,-0.89726999,-0.77202907,0.54164908,-0.83940198,-0.26144764,0.2495141
0.41343777,0.57658386,0.088219276,-0.75867393,0.69178265,0.38497337,-0.80519526,-0.26118216,-0.088628954
1.5465281,0.66967564,0.16855983,-0.10317969,0.018053052,-0.060199463,0.44878316,-0.28445312,-0.0036016291
-2.6616506,0.21180762,-0.83050244,-0.15832211,0.6376524,-0.8336108,0.37817285,-0.037911662,0.018697358
-2.9730752,-0.48226816,-0.17195233,-0.36590013,0.9265528,-0.93023391,-0.61971674,0.21817704,-0.29848912
-0.57675147,-0.33491795,-0.48854862,-0.17001314,0.18179787,-0.036261685,-0.6094789,-0.21108925,0.02293559
10.24301,0.87480261,0.15378351,0.36540351,0.15141448,0.13319465,-0.72476806,-0.18901202,0.27503415
-7.3208163,0.31073679,-0.65869393,-0.32475096,0.74194286,0.85233654,-0.44220074,0.099348739,-0.045737777
-6.9282276,-0.36072976,-0.76790208,0.16071009,-0.086881114,0.62970845,-0.51575677,0.18674593,0.03881484
4.8908155,0.50584481,0.58396453,-0.27190257,-0.73405488,-0.22599288,-0.076852271,-0.14691307,-0.16792792
8.311086,0.1111922,0.81637014,0.14113946,0.85679081,0.90741021,-0.33226396,0.24287012,0.1180744
-4.8573036,0.86847842,-0.57934306,0.66170534,0.043636571,0.15212426,0.75269026,0.16812023,0.19672631
1.2359209,-0.69391291,-0.37402408,0.10425854,-0.73548514,0.24003698,0.49654076,0.21074139,0.13050361
-1.5116057,-0.7095945,-0.040744347,-0.5513583,-0.23726186,0.90599474,0.38229888,-0.1643431,0.28544667
2.6940916,-0.3074353,-0.40176552,-0.56219875,0.40793797,0.62990794,-0.93284043,0.2583034,-0.29478723
6.2579183,-0.90771587,0.8499612,-0.78062658,-0.69992676,0.3388558,0.69850557,0.089026166,-0.13723227
6.2394585,-0.19691251,0.47344458,0.78550779,-0.19945704,-0.82346901,-0.69961019,0.0014138895,-0.2367598
7.7353702,-0.068929237,0.75399709,-0.12728237,0.18977462,0.19717992,0.25105352,0.2947185,-0.26612447
6.3857774,0.77303024,-0.6797093,0.84158116,-0.25212841,-0.14209729,0.0096228541,-0.11932558,0.29504596
5.6023455,-0.51071381,0.52074259,0.27196038,-0.17928088,0.87027577,-0.5306116,-0.084093687,0.23740219
6.7184927,0.058321741,0.036596996,0.5901901,0.68864886,0.49407775,0.73531956,0.23778817,-0.094299009
6.5499014,-0.89045029,0.74937982,-0.44656887,0.41013651,-0.11830771,0.23048377,0.049948237,0.080023532
8.8131547,-0.76809354,0.71265981,0.66558704,-0.69002633,0.85917371,-0.51230827,0.035675569,0.19928094
-8.2563493,0.36074824,-0.80647211,0.33890451,-0.36767937,-0.70279311,-0.71201049,0.26190393,0.21936826
-0.050571463,-0.2440542,-0.15564215,0.44067818,0.48757317,0.74036173,0.66765711,0.054898828,-0.11539052
7.4675791,-0.52933136,0.51814634,-0.0093541043,-0.7631173,-0.4745745,-0.92647119,0.13267788,-0.28291716
-3.6435664,0.035402095,-0.64296416,0.15175577,0.2143104,-0.23522578,-0.68773509,-0.068769326,-0.20605973
1.025555,-0.14427124,-0.71382977,0.40544682,0.23015904,0.35403075,-0.61007213,0.21523505,0.055542982
7.5768562,-0.27994161,-0.12954528,-0.14385919,0.55660637,-0.15126999,0.41042727,-0.28212066,0.19798544
-5.3772745,-0.18420278,-0.7990826,0.12738318,-0.3804956,0.66477125,0.67865839,0.10992195,0.058152829
7.3057105,-0.079830561,0.37613561,-0.42989038,-0.13291466,-0.22427338,0.54849237,-0.25672434,-0.16594139
-6.9720284,-0.55610786,-0.89495022,0.51727727,0.46393622,-0.68518176,-0.65613581,-0.21784562,-0.13136022
4.416352,0.71856467,0.005906665,-0.6293274,-0.61977172,-0.23873811,0.59900101,-0.043853039,-0.23801846
1.4368621,-0.55376689,0.75062558,-0.2435743,0.37034323,0.23531964,0.38030821,-0.014128293,0.14577389
3.3275632,0.69695361,0.58521064,-0.063080808,-0.85409766,-0.88250896,0.38738674,0.054845668,0.1911496
-5.3881154,0.78950301,-0.91034479,0.019578684,-0.80828216,0.076765425,0.88686875,-0.19917275,-0.09646675
5.7594765,-0.36653071,-0.24670458,0.53842754,-0.32009102,-0.10658458,-0.65930057,0.25121949,0.046024133
9.6270719,0.40086577,0.51964336,0.64670993,0.59979475,0.007834722,-0.26871881,-0.0010903737,0.27408914
0.22274704,-0.57724621,0.089355046,-0.51934181,0.65155165,0.92158417,0.38506562,0.23722923,0.11173814
6.6661987,-0.053442687,0.91258073,-0.13934386,-0.83740178,0.75161018,-0.66010004,0.17420417,-0.15043509
-0.66684756,0.1175109,-0.42774963,0.03257426,0.83847339,0.29429488,0.09061973,0.00053606895,0.009710813
-4.553049,0.030265982,-0.25765082,-0.59434163,-0.72014156,-0.11928795,0.72022546,-0.11314649,-0.25310838
6.6144547,0.023631228,-0.55557536,0.51501124,0.077813521,-0.34733845,-0.0099270781,0.2917773,0.10114515
6.4935135,0.46048693,-0.22381309,0.74468878,-0.1207765,0.20649219,0.31093326,0.24142512,-0.16796335
4.0364454,0.12537171,-0.25803572,0.47643876,0.21490787,0.38167591,0.32306604,-0.25025272,0.0025890971
8.9997067,-0.89549498,0.78626947,-0.59263957,-0.38797054,-0.55939219,0.4539621,-0.17799773,-0.0078240195
-5.9729906,-0.30880442,-0.79321899,0.6593713,0.3995895,-0.19612844,0.45657996,0.027121012,-0.17715805
4.6165986,-0.92772,0.16256082,0.85910355,0.19355032,-0.43315497,-0.33711838,0.072563263,-0.22923849
-3.361904,-0.66375324,-0.53354709,-0.5922601,0.33502033,0.32441139,-0.79438002,-0.001457208,0.10870554
1.71697,0.04388368,0.53537081,-0.80087694,0.12917854,-0.36517822,-0.13500009,0.17190305,0.17453439
-2.465374,-0.0014526061,0.090471695,-0.60138982,-0.4267521,-0.16653122,0.26881862,-0.064919582,0.29658075
5.3993747,-0.52579449,-0.35626135,0.81936937,-0.34461965,0.44609709,-0.79948555,0.28482244,0.21067474
6.4665391,0.66085801,0.88221005,0.2435791,-0.28957407,0.083973149,-0.49502846,0.079811662,-0.205399
5.4523955,0.8139234,0.48784515,-0.34345726,-0.75222011,-0.16627038,0.88283631,-0.17206343,0.13001238
-0.032529946,-0.25737036,0.34947978,0.18504929,-0.053372849,0.20139654,-0.508581,0.175923,-0.062107156
-5.2345556,0.51845845,-0.41845923,-0.27489447,-0.12527585,-0.015829551,-0.26851812,-0.12742834,-0.28813688
-5.4143245,-0.36598545,-0.50730269,-0.58211763,-0.73147716,-0.25624821,0.35979629,0.050523211,0.14360637
-2.6157461,-0.65285586,-0.22189419,-0.93354007,0.36236344,-0.049194637,0.68124292,0.13668869,-0.073220079
-5.1624536,-0.030986088,-0.53543579,-0.29131392,-0.88343443,-0.087265234,-0.17133715,0.17464387,0.039449727
1.9969014,0.099165991,0.38206152,-0.7358092,0.448333,-0.91978181,-0.25205392,-0.24672008,-0.024302489
-3.6428191,0.46519219,-0.31066151,0.038944864,0.46673434,-0.78106056,-0.454113,-0.029293826,0.25866949
-0.42271905,-0.44550919,-0.62941333,-0.17899827,-0.034729887,0.63101457,0.70166898,0.21275766,-0.18199683
8.548686,-0.065002837,0.77155379,0.8950218,0.68573331,0.50117934,-0.54530021,-0.065760707,-0.040208828
2.2015799,-0.59620919,-0.063884828,0.71238669,-0.15480139,-0.50821344,-0.80946106,-0.28253213,-0.11749931
-1.7997662,-0.66238354,-0.13244559,0.11959414,0.65604659,-0.81520979,0.5112587,-0.25069011,-0.14861624
-3.4132432,0.021523121,-0.1723798,-0.010609127,0.76319158,-0.16184474,-0.13358274,-0.045537878,0.24488621
-0.81910975,-0.62048495,-0.91623999,0.84162352,0.45971714,0.032998635,0.43112131,0.027563845,0.065550069
2.6848983,0.31417648,0.60342843,0.76050891,-0.010632329,0.37322774,-0.29358763,0.15482715,-0.020090237
-3.7488248,0.4504854,-0.55852909,-0.11962951,0.63441846,-0.52270642,0.65124277,-0.15911964,-0.1238637
6.0604409,0.69986701,0.54193626,0.21727498,0.5816066,-0.31753834,-0.55766569,-0.21903908,0.21020321
1.0587227,0.26816783,0.16797101,-0.57469688,-0.41802106,-0.45053126,-0.21226689,0.20734364,0.024570711
4.6306734,0.50245659,0.18683196,-0.25131557,0.32475318,-0.70475216,0.29138648,0.069367218,0.054840808
5.8811719,0.34388215,0.3533949,0.012934908,0.62710941,-0.84383623,0.050365937,0.049412891,0.082458462
2.3967813,-0.37897758,-0.21124389,0.88023494,-0.9077264,0.67297715,-0.89154557,-0.22102383,-0.14751846
8.4376355,-0.44857894,0.55609689,0.71066376,-0.837813,-0.50481122,-0.17708738,0.011856664,0.074952255
9.4630839,-0.87162617,0.45379643,0.42631043,0.28314382,-0.71468637,-0.79670545,0.15786987,0.11897021
3.3809861,-0.84077981,0.525841,-0.74705528,-0.068842295,0.33027736,-0.22256053,-0.26193162,-0.084705391
-1.5954583,0.49163589,-0.72087773,0.70259812,-0.68013759,-0.70177361,-0.54190869,0.078311502,-0.21858915
8.2079983,-0.087456551,0.38310572,-0.15050228,0.11857869,0.55399742,-0.64593308,-0.23489312,0.15129845
7.8618432,0.22950809,0.72340048,0.22830945,-0.57268734,-0.57286237,0.25532526,-0.2521596,-0.24644937
