REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
0.9499411,0.15380666,-0.13705831,0.028780438,-0.12173105,0.27342601,0.26338182,0.26627919,0.21211089
0.8557462,0.12617351,-0.1232063,-0.092440389,-0.12866557,-0.050780857,0.15419033,-0.1585998,-0.13165952
0.83912965,0.023205485,0.20960969,0.18610981,0.19011512,-0.21729414,0.2913277,-0.25964007,0.13631572
0.87130365,-0.17121728,-0.071866708,0.17801433,0.26511198,-0.27526813,-0.14158077,-0.098543818,0.20901278
0.98060162,0.049972757,-0.23555181,-0.16598388,-0.29789535,-0.12213022,-0.1056932,0.02169726,-0.051170625
0.97724479,-0.16975098,0.11580467,0.043193441,-0.28511876,0.074060631,-0.12907072,0.24110582,0.1433659
0.61150415,0.18964523,-0.20178893,0.24425778,0.19437449,0.038017947,0.29235318,0.23925523,-0.050913413
0.92955133,-0.09250965,0.19694081,-0.19275944,0.223996,-0.032308195,0.12891083,-0.075957096,0.068108309
0.81443586,0.27866777,0.0021862101,-0.097569545,-0.18387136,-0.13662508,0.16195969,0.13234527,-0.10001087
0.91765841,0.082911785,0.30115815,0.060021984,-0.25537139,0.24650818,0.18060586,0.079309482,-0.13070158
0.84234806,-0.11213151,-0.16900235,-0.29008298,0.01688239,-0.069371325,0.035795717,0.29085555,-0.099900944
1.0035322,-0.26708875,0.2056497,-0.30112638,-0.25763898,0.23532805,-0.31053789,0.09111897,-0.16805704
0.66450932,-0.25306209,-0.025780899,0.074645431,0.23304522,-0.10662864,0.23163768,0.22426183,-0.24292225
0.90031755,-0.12642429,0.24021231,-0.18634428,-0.14665035,-0.14306471,0.072891363,-0.11435914,0.01947787
0.8963628,0.16021148,0.30172679,0.27956538,0.14124628,0.086386197,-0.13599482,-0.0075990714,0.010614749
0.75484391,-0.29889614,-0.03662221,0.089387826,0.13880496,-0.15131227,0.15786191,-0.16893047,-0.040374363
0.87922823,-0.14077895,0.24268055,0.031580101,-0.051790754,-0.30018892,-0.20409438,0.15708819,0.012100565
1.0195476,0.17570537,-0.31192856,-0.1623993,-0.22604447,0.12262886,-0.22345079,-0.013245367,-0.20101156
0.95905457,-0.016958202,0.10644053,-0.029271122,0.31275426,0.13849532,-0.077582386,-0.19011741,0.067402595
0.84050692,0.24011975,0.12310892,0.013653912,-0.051997993,-0.22938776,-0.16621662,-0.30362056,-0.022889449
0.90131857,0.0027325696,0.038709411,0.14502999,0.06080045,0.042417377,-0.098606168,0.25239318,-0.17202347
0.62555958,0.059044751,0.27938437,0.27154155,0.22723613,-0.23267921,0.23042021,0.19383784,-0.30496632
0.92886864,0.25017571,0.18871469,-0.3069485,0.23768952,0.015065762,-0.28303191,0.00091753359,0.25370159
0.90900296,-0.0044193288,-0.024200239,0.24008489,-0.0013982479,-0.0021071379,0.082323199,-0.28697625,0.19312527
0.92990319,-0.13407233,-0.21132422,0.045087421,-0.25256656,-0.228829,0.048598873,-0.23671761,-0.03715729
0.89444295,-0.20338782,0.15849139,0.032130639,0.033868967,0.0087400483,-0.012833868,2.9291862E-05,0.046038309
0.96856847,-0.28631652,-0.305826,0.29403689,-0.020861692,-0.13254495,-0.18556806,-0.1360102,0.30574156
0.8766954,0.16985803,0.25628759,0.15283623,-0.020723835,-0.29378004,0.13078517,-0.10059941,0.20942227
0.83933906,-0.27541793,0.30196501,0.15243462,-0.21703679,-0.2340882,0.24818016,0.030805763,-0.080286156
0.92606495,-0.12657719,0.19709443,0.31394273,0.28007451,0.21029067,-0.24281772,0.017990299,0.2587758
0.97787128,0.10364442,0.070746936,-0.18356641,-0.15015784,0.063485997,-0.10858984,0.14174231,0.024019235
0.79611455,0.25280996,0.26509125,-0.15665525,0.25278818,0.12429344,0.19584094,0.30753656,0.31078877
0.90029967,0.28713246,-0.017993106,-0.25010894,-0.078952236,-0.1592102,-0.26211265,0.21879937,0.21490631
1.0531597,-0.27941255,-0.18892527,-0.13002057,0.058512168,0.16285207,-0.18611315,-0.18742936,-0.27280347
0.85260395,-0.034050131,0.25475999,0.036066443,0.095499015,0.099285694,-0.2339897,0.26390769,-0.16767142
0.91169458,0.1176364,-0.23957564,-0.15867309,-0.30190519,-0.11936463,-0.01914542,0.19599182,-0.044973571
1.010624,-0.20351627,-0.28256283,-0.23477577,0.1799111,0.059664853,-0.077991321,-0.2395547,-0.0036168196
0.89984937,0.068107294,-0.20210814,-0.036058785,0.29707575,-0.0091848567,-0.12767434,0.069354677,0.1590101
0.97705769,-0.11707935,-0.14157492,0.28737758,-0.29520684,0.19647196,-0.11477952,0.11318742,0.24411147
0.95339692,0.14094399,-0.0074326542,0.070488744,0.29003645,0.29033515,-0.16156031,-0.20762195,-0.13859038
0.88358643,0.084778623,0.11476882,-0.3044284,0.14746665,0.14108699,0.24856638,0.17898386,-0.11169494
0.98293828,-0.15210272,-0.018320115,-0.130359,-0.24467365,-0.025100262,-0.034803012,-0.20734156,0.15885189
0.76198235,0.23769049,-0.030093915,0.0029647011,0.11475318,-0.25836433,0.030328863,-0.13508082,0.098204125
0.98443356,0.014868686,0.0079826736,0.19056688,-0.28121698,-0.019912455,0.17087978,-0.1884557,-0.076052233
1.085565,-0.17276811,-0.29536981,-0.31025554,-0.20176921,0.22515265,-0.06758944,-0.021257586,-0.2099963
0.80321128,-0.25364594,0.064397529,-0.049312872,-0.099921729,-0.22193358,0.024186888,0.23699424,-0.14270297
0.93583816,0.11399834,-0.26355697,-0.049302053,0.11093056,0.28947228,-0.013068988,0.25106971,-0.11691452
0.78610708,0.22684709,0.043633107,0.13254535,0.18877536,0.090176015,0.26100639,-0.058614821,-0.23026392
0.89674485,-0.01786712,0.093906538,0.30056121,-0.26105593,0.083992558,-0.1855583,0.064158416,-0.23188856
0.83019933,0.043569406,-0.048964912,-0.14880293,-0.018741367,-0.16881447,0.2948609,0.11589425,0.10877991
0.96888399,0.27991577,0.14400539,-0.22302083,-0.19857147,0.22170103,0.17896408,0.047224308,-0.14305623
0.94288392,-0.30483791,0.015531856,0.23718448,0.23726633,0.20035117,0.088419467,0.13264034,0.22892348
0.91247856,-0.10150901,0.29171546,0.30674588,-0.20257687,0.14316292,0.092661687,0.011973079,-0.30567309
0.96237479,-0.17718749,0.092309578,0.12447546,0.14869344,0.30751487,-0.23666621,0.16961526,0.31296775
0.74629795,0.2396094,0.12863016,-0.24168986,0.2677869,-0.14584943,0.23564821,0.042481532,-0.2338012
0.74106955,0.22171344,-0.15704442,-0.0022453137,0.04874583,-0.22081944,0.24784423,0.21725214,0.0072669875
1.0151557,-0.21935917,0.12056303,-0.037876069,-0.056204204,0.16522269,-0.23389983,0.19778466,0.24246369
0.84626508,0.20351204,-0.024457856,-0.096419287,-0.26130304,-0.2701468,0.23461807,-0.26663068,-0.18676458
0.93564793,-0.13923333,-0.14287239,-0.085461994,0.22628636,-0.12753999,-0.10113483,-0.094100633,0.12714822
0.96852736,-0.23639236,0.17724182,-0.023573099,-0.017151478,0.25816253,-0.17145713,-0.071592131,0.068862131
0.83585845,-0.18830678,0.045184052,0.27591324,0.13331682,-0.2301703,-0.21111934,-0.018953655,0.0030964333
0.8525513,-0.031690823,-0.22874764,0.28299058,0.07198549,0.085039613,-0.16800787,0.003412962,-0.10868311
0.85201889,0.18645796,0.1194991,-0.14857029,-0.28135448,-0.16387599,-0.044833332,0.18466582,-0.11506336
1.0707616,-0.25382009,-0.31303009,-0.083084941,0.00048403146,0.28462833,-0.15989187,-0.21513891,0.094606282
0.96220892,-0.29970365,-0.18574521,-0.28482163,-0.033024107,-0.26894671,0.015658142,0.13341342,-0.22642696
0.84905328,0.1103982,0.29507159,0.16176514,-0.23089656,-0.063831439,-0.099077832,-0.18953206,0.16737806
0.81406455,0.037998206,-0.050017176,0.052402174,-0.18315725,-0.27527145,-0.15701103,0.1096494,0.14105249
0.86075357,0.26421996,0.051511661,-0.17923659,-0.19143568,-0.17787446,0.053468471,0.019244884,0.023303056
0.95942618,-0.21054147,-0.066444734,-0.27040367,0.15964812,0.0034587455,0.14909817,-0.1352811,0.21202274
0.78994919,0.11939988,-0.21461559,-0.046563406,0.28588096,-0.30248822,0.1586054,0.21535083,0.27184948
0.74019415,-0.095572924,0.13242323,0.29371822,0.049440814,-0.19434871,-0.27457808,0.28673452,-0.15815793
1.0126241,-0.3119642,0.1329474,-0.17650845,-0.31364863,0.20932503,0.16584547,-0.056028129,0.25539497
0.83565439,0.13576413,0.14621782,-0.28571327,0.100027,0.17027039,0.14383044,0.18471644,-0.24889848
0.88581194,-0.26517542,0.1291449,0.25568381,-0.22660137,-0.25646536,0.21689095,0.0074290888,0.10802644
0.97279223,-0.1399194,-0.30211106,0.20744517,-0.2506267,-0.14821669,-0.21798343,-0.1746929,-0.24025768
1.0028832,0.17095569,-0.13856358,-0.0085604686,-0.035441422,0.20498181,0.077835501,0.068908357,0.19238053
0.94914041,-0.048280262,-0.28969281,0.009147157,-0.018005427,0.058833895,0.022080273,0.15170103,0.012333798
0.96210693,-0.28714314,-0.026824409,-0.20177214,0.23232423,-0.15209237,-0.23310804,-0.077416659,-0.050975221
0.81169727,0.099881266,0.29485861,-0.14930279,0.30205923,-0.21665348,-0.28078858,0.10589714,0.28594329
0.85943579,-0.162681,0.14039158,0.17221138,-0.10418073,-0.18907929,0.086856479,-0.21308571,-0.15949358
0.80070374,0.26267977,0.22513517,-0.30674521,0.1582622,0.17952628,0.21289384,0.084050646,-0.20176633
0.89970083,0.29294711,0.11267533,-0.11316532,0.24047931,0.11267465,-0.16731864,0.17914366,-0.051563498
0.88742914,0.058140321,-0.017781903,-0.049276449,-0.23731627,-0.029200228,0.22930956,-0.034845554,-0.17645694
0.91406514,0.12905909,0.21917982,-0.065461632,-0.0085285522,-0.051464658,-0.10004826,-0.056360083,-0.04826505
